tick,rack,level,temperature,humidity,ph,ec,water_level,flow_rate,light_lux,airflow
45,B,3,26.27,74.81,6.5,1.94,82.79,1.97,564.7,1.57
45,B,4,27.05,73.85,6.48,1.92,82.79,1.96,606.1,1.69
46,A,1,25.01,78.88,6.51,1.94,82.63,1.97,502.8,1.4
46,A,2,25.47,75.97,6.51,1.94,82.63,1.96,536.6,1.61
46,A,3,25.86,74.31,6.52,1.94,82.63,1.82,563.2,1.76
46,A,4,26.49,74.07,6.51,1.87,82.63,1.9,604.1,1.88
46,B,1,25.75,76.74,6.48,1.9,82.63,1.97,506.0,1.25
46,B,2,26.17,75.8,6.49,1.87,82.63,1.96,525.2,1.4
46,B,3,26.47,74.87,6.47,1.93,82.63,1.96,576.1,1.61
46,B,4,26.76,73.77,6.51,1.92,82.63,1.94,609.2,1.69
47,A,1,25.0,77.81,6.49,1.93,82.48,1.9,490.6,1.47
47,A,2,25.66,75.6,6.48,1.9,82.48,1.96,524.7,1.57
47,A,3,26.01,74.34,6.51,1.9,82.48,1.81,576.0,1.77
47,A,4,26.57,73.95,6.46,1.87,82.48,1.94,612.1,1.88
47,B,1,25.62,77.22,6.49,1.92,82.48,1.83,484.1,1.27
47,B,2,26.04,75.26,6.47,1.87,82.48,1.82,537.6,1.49
47,B,3,26.41,75.17,6.48,1.88,82.48,1.93,566.3,1.55
47,B,4,26.95,73.07,6.51,1.87,82.48,1.86,599.6,1.75
48,A,1,25.13,78.31,6.47,1.88,82.32,1.81,509.8,1.49
48,A,2,25.68,75.83,6.48,1.87,82.32,1.83,533.2,1.53
48,A,3,25.94,75.04,6.51,1.93,82.32,1.86,563.1,1.7
48,A,4,26.38,74.07,6.48,1.92,82.32,1.82,605.2,1.84
48,B,1,25.64,76.55,6.48,1.9,82.32,1.93,502.1,1.35
48,B,2,25.98,75.62,6.5,1.9,82.32,1.95,526.4,1.48
48,B,3,26.29,74.43,6.47,1.88,82.32,1.95,551.5,1.61
48,B,4,26.78,73.38,6.5,1.88,82.32,1.83,586.9,1.69
49,A,1,25.07,78.22,6.49,1.92,82.16,1.83,484.9,1.46
49,A,2,25.71,75.96,6.48,1.92,82.16,1.9,513.2,1.58
49,A,3,25.94,74.25,6.53,1.89,82.16,1.94,576.7,1.68
49,A,4,26.65,73.22,6.5,1.93,82.16,1.91,604.9,1.83
49,B,1,25.36,77.24,6.47,1.89,82.16,1.9,499.3,1.34
49,B,2,26.23,75.58,6.47,1.92,82.16,1.95,525.9,1.46
49,B,3,26.37,74.9,6.49,1.93,82.16,1.88,556.3,1.57
49,B,4,27.08,73.35,6.48,1.86,82.16,1.94,611.6,1.66
50,A,1,24.99,78.07,6.5,1.86,82.0,1.79,481.2,1.44
50,A,2,25.46,75.54,6.53,1.9,82.0,1.9,518.4,1.6
50,A,3,26.19,75.16,6.49,1.9,82.0,1.92,558.5,1.75
50,A,4,26.72,74.02,6.49,1.89,82.0,1.87,598.0,1.8
50,B,1,25.4,77.34,6.51,1.93,82.0,1.82,499.6,1.3
50,B,2,25.87,75.54,6.49,1.9,82.0,1.86,516.6,1.4
50,B,3,26.6,74.61,6.53,1.88,82.0,1.91,569.4,1.59
50,B,4,26.93,73.92,6.52,1.88,82.0,1.91,603.4,1.75
51,A,1,25.13,78.34,6.5,1.89,81.83,1.9,503.5,1.44
51,A,2,25.65,76.28,6.49,1.87,81.83,1.9,535.4,1.62
51,A,3,26.18,74.89,6.5,1.88,81.83,1.93,552.3,1.66
51,A,4,26.65,73.05,6.49,1.85,81.83,1.89,599.5,1.79
51,B,1,25.62,76.35,6.53,1.86,81.83,1.84,490.5,1.3
51,B,2,26.21,75.79,6.48,1.87,81.83,1.85,517.2,1.45
51,B,3,26.68,74.87,6.52,1.93,81.83,1.8,549.8,1.61
51,B,4,27.06,74.01,6.5,1.88,81.83,1.8,608.0,1.75
52,A,1,25.08,77.85,6.53,1.89,81.67,1.87,491.6,1.47
52,A,2,25.55,75.32,6.49,1.9,81.67,1.79,528.3,1.54
52,A,3,25.85,74.9,6.52,1.87,81.67,1.82,567.4,1.73
52,A,4,26.38,73.72,6.52,1.87,81.67,1.81,596.1,1.85
52,B,1,25.68,77.39,6.53,1.93,81.67,1.79,472.6,1.28
52,B,2,25.87,75.91,6.53,1.89,81.67,1.84,532.1,1.39
52,B,3,26.46,75.14,6.5,1.89,81.67,1.9,565.7,1.51
52,B,4,26.79,73.61,6.5,1.87,81.67,1.78,600.6,1.69
53,A,1,24.96,78.44,6.49,1.9,81.5,1.9,495.9,1.43
53,A,2,25.81,75.58,6.54,1.88,81.5,1.91,508.6,1.62
53,A,3,25.87,74.71,6.48,1.86,81.5,1.77,548.1,1.69
53,A,4,26.64,73.73,6.52,1.88,81.5,1.79,588.2,1.86
53,B,1,25.39,77.19,6.51,1.89,81.5,1.82,493.8,1.34
53,B,2,26.16,75.23,6.5,1.88,81.5,1.85,517.8,1.4
53,B,3,26.25,74.31,6.52,1.85,81.5,1.86,549.1,1.56
53,B,4,26.69,73.71,6.52,1.92,81.5,1.89,594.4,1.67
54,A,1,25.08,78.53,6.52,1.88,81.34,1.87,491.2,1.44
54,A,2,25.41,75.41,6.48,1.87,81.34,1.79,508.0,1.58
54,A,3,26.2,74.58,6.49,1.91,81.34,1.88,561.5,1.74
54,A,4,26.37,73.81,6.51,1.84,81.34,1.84,576.8,1.9
54,B,1,25.43,76.54,6.53,1.9,81.34,1.8,468.7,1.35
54,B,2,26.15,75.74,6.51,1.87,81.34,1.89,524.6,1.44
54,B,3,26.63,74.48,6.49,1.91,81.34,1.85,537.5,1.54
54,B,4,26.68,73.12,6.5,1.85,81.34,1.9,592.2,1.72
55,A,1,25.16,77.89,6.49,1.88,81.17,1.78,489.5,1.45
55,A,2,25.58,75.26,6.54,1.9,81.17,1.88,506.5,1.53
55,A,3,25.94,75.07,6.52,1.91,81.17,1.76,563.0,1.71
55,A,4,26.36,73.74,6.49,1.86,81.17,1.76,583.3,1.88
55,B,1,25.63,77.19,6.49,1.86,81.17,1.76,466.2,1.34
55,B,2,25.77,76.14,6.51,1.91,81.17,1.77,506.8,1.41
55,B,3,26.32,74.52,6.52,1.89,81.17,1.86,546.3,1.61
55,B,4,26.83,73.02,6.54,1.86,81.17,1.85,587.4,1.7
56,A,1,25.21,78.51,6.5,1.87,81.0,1.78,485.6,1.49
56,A,2,25.6,75.77,6.52,1.89,81.0,1.73,510.7,1.62
56,A,3,25.98,74.15,6.53,1.87,81.0,1.83,551.3,1.66
56,A,4,26.51,73.74,6.52,1.87,81.0,1.82,587.6,1.87
56,B,1,25.47,77.31,6.51,1.92,81.0,1.73,466.2,1.31
56,B,2,25.86,75.93,6.53,1.86,81.0,1.75,507.3,1.42
56,B,3,26.5,74.49,6.54,1.84,81.0,1.87,549.8,1.57
56,B,4,26.88,73.23,6.52,1.86,81.0,1.77,566.8,1.75
57,A,1,24.97,78.51,6.5,1.88,80.83,1.87,478.6,1.51
57,A,2,25.61,75.16,6.51,1.87,80.83,1.85,515.4,1.58
57,A,3,26.03,75.02,6.53,1.87,80.83,1.8,554.4,1.73
57,A,4,26.26,73.74,6.53,1.89,80.83,1.75,587.5,1.87
57,B,1,25.49,76.47,6.51,1.88,80.83,1.74,462.0,1.26
57,B,2,25.84,75.67,6.53,1.84,80.83,1.75,513.8,1.45
57,B,3,26.44,74.65,6.52,1.9,80.83,1.76,547.4,1.6
57,B,4,26.99,73.57,6.53,1.85,80.83,1.78,562.6,1.72
58,A,1,25.22,78.55,6.54,1.83,80.67,1.79,481.5,1.44
58,A,2,25.53,75.12,6.54,1.89,80.67,1.8,490.8,1.55
58,A,3,26.04,74.39,6.55,1.9,80.67,1.8,528.6,1.72
58,A,4,26.36,73.84,6.52,1.86,80.67,1.77,570.1,1.84
58,B,1,25.45,77.24,6.52,1.83,80.67,1.84,466.4,1.27
58,B,2,26.07,75.2,6.53,1.84,80.67,1.78,514.8,1.39
58,B,3,26.4,75.03,6.55,1.9,80.67,1.8,553.0,1.61
58,B,4,26.96,73.35,6.52,1.83,80.67,1.78,575.1,1.74
59,A,1,25.28,78.08,6.53,1.86,80.5,1.83,474.7,1.46
59,A,2,25.63,76.08,6.53,1.85,80.5,1.78,500.2,1.56
59,A,3,25.98,74.24,6.52,1.83,80.5,1.86,537.3,1.66
59,A,4,26.29,73.86,6.49,1.86,80.5,1.73,580.4,1.9
59,B,1,25.58,76.56,6.51,1.83,80.5,1.76,475.7,1.35
59,B,2,25.78,75.21,6.53,1.87,80.5,1.76,500.0,1.41
59,B,3,26.16,74.51,6.51,1.86,80.5,1.71,530.8,1.54
59,B,4,26.88,73.3,6.55,1.87,80.5,1.8,566.1,1.67
60,A,1,25.16,77.66,6.52,1.9,80.33,1.74,472.1,1.49
60,A,2,25.51,75.85,6.53,1.87,80.33,1.81,511.7,1.58
60,A,3,25.74,74.3,6.49,1.9,80.33,1.69,531.7,1.77
60,A,4,26.26,73.14,6.5,1.89,80.33,1.69,581.6,1.83
60,B,1,25.36,76.82,6.54,1.85,80.33,1.78,465.9,1.27
60,B,2,25.96,76.07,6.5,1.85,80.33,1.8,483.8,1.43
60,B,3,26.26,74.15,6.54,1.86,80.33,1.71,538.3,1.59
60,B,4,26.93,73.23,6.54,1.83,80.33,1.8,555.9,1.75
61,A,1,24.95,77.66,6.51,1.82,80.17,1.78,466.9,1.49
61,A,2,25.58,75.89,6.52,1.85,80.17,1.82,479.3,1.55
61,A,3,26.0,74.91,6.5,1.89,80.17,1.82,521.4,1.66
61,A,4,26.49,73.64,6.52,1.89,80.17,1.78,577.1,1.88
61,B,1,25.38,76.78,6.54,1.83,80.17,1.74,449.0,1.31
61,B,2,25.88,75.31,6.51,1.82,80.17,1.8,493.0,1.48
61,B,3,26.49,74.76,6.5,1.85,80.17,1.79,522.3,1.62
61,B,4,26.77,73.48,6.55,1.86,80.17,1.76,564.5,1.75
62,A,1,24.97,77.61,6.5,1.87,80.0,1.81,460.0,1.4
62,A,2,25.45,75.04,6.53,1.89,80.0,1.79,491.7,1.6
62,A,3,25.94,74.34,6.51,1.85,80.0,1.81,524.7,1.75
62,A,4,26.55,73.72,6.5,1.82,80.0,1.8,544.7,1.8
62,B,1,25.55,76.69,6.53,1.87,80.0,1.68,454.9,1.28
62,B,2,25.83,75.3,6.52,1.85,80.0,1.78,475.7,1.41
62,B,3,26.28,74.83,6.55,1.83,80.0,1.75,539.1,1.52
62,B,4,26.82,72.88,6.51,1.87,80.0,1.76,572.3,1.66
63,A,1,24.93,77.96,6.55,1.86,79.84,1.81,449.2,1.41
63,A,2,25.39,75.75,6.52,1.88,79.84,1.72,473.8,1.62
63,A,3,26.0,74.36,6.55,1.87,79.84,1.69,513.9,1.77
63,A,4,26.28,73.62,6.52,1.83,79.84,1.66,548.6,1.89
63,B,1,25.31,76.79,6.51,1.85,79.84,1.67,448.6,1.25
63,B,2,25.97,75.72,6.53,1.82,79.84,1.73,482.4,1.42
63,B,3,26.06,74.4,6.54,1.85,79.84,1.77,535.1,1.54
63,B,4,26.76,72.81,6.55,1.88,79.84,1.74,565.6,1.66
64,A,1,24.83,78.17,6.51,1.86,79.68,1.78,459.1,1.43
64,A,2,25.38,75.48,6.51,1.81,79.68,1.79,486.2,1.58
64,A,3,25.92,74.03,6.51,1.85,79.68,1.72,513.0,1.68
64,A,4,26.1,73.22,6.55,1.83,79.68,1.65,550.7,1.8
64,B,1,25.38,76.38,6.53,1.87,79.68,1.67,455.4,1.28
64,B,2,25.99,75.65,6.54,1.81,79.68,1.67,493.4,1.48
64,B,3,26.1,74.67,6.54,1.85,79.68,1.8,501.5,1.57
64,B,4,26.55,72.68,6.55,1.87,79.68,1.75,542.6,1.65
65,A,1,25.13,78.16,6.55,1.83,79.52,1.74,428.1,1.4
65,A,2,25.58,74.82,6.51,1.84,79.52,1.72,480.9,1.62
65,A,3,25.78,74.51,6.54,1.88,79.52,1.71,519.4,1.77
65,A,4,26.38,73.41,6.52,1.82,79.52,1.66,543.1,1.84
65,B,1,25.42,76.65,6.53,1.82,79.52,1.75,441.9,1.31
65,B,2,25.64,74.85,6.52,1.88,79.52,1.66,463.4,1.42
65,B,3,26.27,73.71,6.52,1.85,79.52,1.78,518.5,1.6
65,B,4,26.49,72.87,6.55,1.88,79.52,1.66,554.3,1.73
66,A,1,24.68,77.67,6.51,1.81,79.36,1.68,423.5,1.46
66,A,2,25.21,75.7,6.51,1.84,79.36,1.65,482.3,1.55
66,A,3,25.71,73.58,6.51,1.83,79.36,1.63,510.7,1.7
66,A,4,26.28,73.1,6.52,1.85,79.36,1.65,540.7,1.9
66,B,1,25.17,76.36,6.54,1.81,79.36,1.71,450.3,1.29
66,B,2,25.75,75.61,6.52,1.83,79.36,1.7,472.0,1.47
66,B,3,26.35,74.14,6.55,1.85,79.36,1.65,492.9,1.59
66,B,4,26.84,73.27,6.55,1.86,79.36,1.73,543.0,1.73
67,A,1,24.7,78.26,6.51,1.8,79.2,1.61,439.8,1.45
67,A,2,25.18,74.84,6.55,1.86,79.2,1.62,473.0,1.61
67,A,3,25.64,74.56,6.53,1.82,79.2,1.71,511.4,1.66
67,A,4,26.02,72.83,6.52,1.81,79.2,1.75,532.7,1.83
67,B,1,25.35,76.57,6.56,1.85,79.2,1.65,431.8,1.33
67,B,2,25.57,75.26,6.54,1.84,79.2,1.72,472.0,1.42
67,B,3,26.13,73.89,6.56,1.86,79.2,1.61,504.6,1.56
67,B,4,26.82,72.73,6.53,1.82,79.2,1.76,544.4,1.67
68,A,1,24.62,77.63,6.56,1.83,79.05,1.74,421.8,1.43
68,A,2,25.36,75.41,6.53,1.87,79.05,1.68,474.2,1.56
68,A,3,25.94,73.74,6.52,1.86,79.05,1.73,490.8,1.66
68,A,4,26.37,72.49,6.51,1.86,79.05,1.71,542.8,1.86
68,B,1,25.25,76.59,6.51,1.8,79.05,1.74,436.1,1.3
68,B,2,25.81,75.52,6.55,1.83,79.05,1.6,460.8,1.44
68,B,3,26.25,73.68,6.51,1.8,79.05,1.69,486.1,1.57
68,B,4,26.37,72.52,6.5,1.87,79.05,1.68,532.2,1.65
69,A,1,24.83,77.23,6.52,1.82,78.9,1.7,438.9,1.43
69,A,2,25.27,74.71,6.55,1.84,78.9,1.63,449.1,1.58
69,A,3,25.76,73.46,6.54,1.81,78.9,1.66,488.6,1.71
69,A,4,26.13,72.57,6.54,1.87,78.9,1.68,529.4,1.9
69,B,1,25.29,76.23,6.5,1.83,78.9,1.71,410.2,1.35
69,B,2,25.44,74.63,6.53,1.83,78.9,1.74,457.6,1.39
69,B,3,25.89,73.78,6.52,1.84,78.9,1.67,485.2,1.58
69,B,4,26.43,72.61,6.54,1.8,78.9,1.62,537.6,1.69
70,A,1,24.87,77.01,6.5,1.86,78.75,1.63,407.0,1.43
70,A,2,25.05,75.22,6.54,1.81,78.75,1.71,441.9,1.57
70,A,3,25.87,74.01,6.52,1.85,78.75,1.69,497.9,1.66
70,A,4,25.94,73.17,6.53,1.87,78.75,1.63,520.0,1.88
70,B,1,25.24,76.1,6.53,1.8,78.75,1.66,410.2,1.35
70,B,2,25.68,75.16,6.53,1.86,78.75,1.64,457.6,1.4
70,B,3,25.94,73.52,6.52,1.86,78.75,1.58,474.5,1.52
70,B,4,26.42,72.69,6.51,1.83,78.75,1.58,516.5,1.73
71,A,1,24.77,77.12,6.52,1.81,78.6,1.7,426.2,1.5
71,A,2,25.16,74.61,6.55,1.79,78.6,1.59,437.7,1.57
71,A,3,25.69,73.6,6.52,1.86,78.6,1.69,470.0,1.75
71,A,4,25.96,73.02,6.53,1.8,78.6,1.63,525.2,1.84
71,B,1,25.32,75.89,6.55,1.84,78.6,1.65,404.6,1.26
71,B,2,25.48,74.36,6.55,1.83,78.6,1.7,449.8,1.47
71,B,3,25.82,74.22,6.52,1.79,78.6,1.71,499.1,1.52
71,B,4,26.56,72.08,6.55,1.8,78.6,1.65,508.0,1.65
72,A,1,24.87,77.1,6.51,1.82,78.46,1.61,423.7,1.42
72,A,2,24.94,74.52,6.54,1.85,78.46,1.69,459.0,1.54
72,A,3,25.81,73.84,6.51,1.81,78.46,1.62,489.7,1.72
72,A,4,26.16,72.2,6.52,1.8,78.46,1.61,513.8,1.82
72,B,1,25.05,76.25,6.53,1.81,78.46,1.57,412.0,1.35
72,B,2,25.76,74.48,6.53,1.78,78.46,1.59,459.5,1.47
72,B,3,25.78,73.6,6.56,1.84,78.46,1.58,484.7,1.59
72,B,4,26.54,72.95,6.54,1.79,78.46,1.62,508.8,1.68
73,A,1,24.68,76.86,6.54,1.79,78.32,1.7,410.9,1.44
73,A,2,25.08,75.11,6.52,1.8,78.32,1.68,452.5,1.53
73,A,3,25.57,73.61,6.52,1.79,78.32,1.65,479.6,1.71
73,A,4,25.98,72.19,6.52,1.8,78.32,1.65,513.6,1.85
73,B,1,25.23,75.33,6.5,1.83,78.32,1.65,401.7,1.25
73,B,2,25.52,75.11,6.53,1.83,78.32,1.7,429.3,1.41
73,B,3,26.15,73.63,6.53,1.79,78.32,1.68,483.6,1.54
73,B,4,26.52,72.72,6.51,1.8,78.32,1.55,520.9,1.74
74,A,1,24.77,76.54,6.55,1.8,78.19,1.62,407.5,1.46
74,A,2,25.17,74.05,6.53,1.84,78.19,1.64,448.0,1.62
74,A,3,25.58,72.89,6.54,1.81,78.19,1.6,479.4,1.67
74,A,4,26.08,72.82,6.51,1.84,78.19,1.59,505.5,1.9
74,B,1,24.83,75.27,6.51,1.79,78.19,1.67,409.3,1.31
74,B,2,25.35,74.85,6.54,1.8,78.19,1.62,442.7,1.45
74,B,3,26.1,73.43,6.51,1.84,78.19,1.69,459.2,1.55
74,B,4,26.16,72.21,6.55,1.8,78.19,1.65,508.9,1.66
75,A,1,24.61,77.21,6.5,1.84,78.05,1.68,405.3,1.47
75,A,2,25.16,74.04,6.55,1.78,78.05,1.53,433.5,1.54
75,A,3,25.5,72.84,6.54,1.82,78.05,1.67,479.3,1.66
75,A,4,26.06,72.16,6.54,1.83,78.05,1.54,488.5,1.88
75,B,1,24.78,75.25,6.52,1.8,78.05,1.57,384.6,1.25
75,B,2,25.47,74.64,6.55,1.8,78.05,1.54,429.1,1.42
75,B,3,25.77,72.9,6.55,1.81,78.05,1.6,454.3,1.52
75,B,4,26.44,71.66,6.5,1.79,78.05,1.54,488.8,1.66
76,A,1,24.73,76.98,6.53,1.85,77.92,1.52,394.2,1.43
76,A,2,24.98,74.77,6.52,1.84,77.92,1.59,424.4,1.61
76,A,3,25.26,72.86,6.56,1.81,77.92,1.61,449.0,1.75
76,A,4,25.87,72.35,6.53,1.83,77.92,1.62,490.4,1.8
76,B,1,25.03,75.76,6.52,1.83,77.92,1.55,388.2,1.32
76,B,2,25.5,74.37,6.53,1.83,77.92,1.56,420.9,1.47
76,B,3,25.85,73.6,6.56,1.81,77.92,1.66,449.3,1.51
76,B,4,26.13,72.42,6.55,1.79,77.92,1.57,509.2,1.64
77,A,1,24.59,76.36,6.53,1.77,77.8,1.64,392.1,1.43
77,A,2,25.12,73.96,6.55,1.79,77.8,1.55,415.4,1.55
77,A,3,25.31,72.75,6.51,1.78,77.8,1.54,468.7,1.72
77,A,4,25.94,71.68,6.55,1.82,77.8,1.64,480.4,1.85
77,B,1,24.97,74.88,6.52,1.8,77.8,1.51,385.3,1.32
77,B,2,25.19,74.37,6.53,1.82,77.8,1.64,423.3,1.47
77,B,3,26.01,73.1,6.5,1.8,77.8,1.63,467.7,1.62
77,B,4,26.24,72.09,6.54,1.78,77.8,1.61,502.5,1.66
78,A,1,24.44,76.98,6.51,1.82,77.68,1.52,388.4,1.5
78,A,2,24.88,74.28,6.55,1.81,77.68,1.52,415.5,1.61
78,A,3,25.23,72.57,6.54,1.8,77.68,1.56,446.4,1.74
78,A,4,26.01,71.71,6.53,1.82,77.68,1.57,496.4,1.89
78,B,1,24.98,75.3,6.54,1.8,77.68,1.55,373.2,1.29
78,B,2,25.3,74.14,6.53,1.77,77.68,1.5,427.0,1.39
78,B,3,25.74,72.93,6.53,1.77,77.68,1.65,451.5,1.54
78,B,4,26.37,72.33,6.54,1.78,77.68,1.63,480.9,1.69
79,A,1,24.33,76.69,6.52,1.81,77.56,1.49,365.6,1.46
79,A,2,24.77,73.41,6.52,1.78,77.56,1.52,409.3,1.53
79,A,3,25.12,72.63,6.52,1.79,77.56,1.56,452.7,1.71
79,A,4,25.98,71.48,6.53,1.81,77.56,1.54,483.2,1.82
79,B,1,24.61,74.7,6.52,1.82,77.56,1.64,388.4,1.29
79,B,2,25.11,73.86,6.52,1.81,77.56,1.62,410.3,1.41
79,B,3,25.82,72.75,6.53,1.77,77.56,1.62,459.6,1.6
79,B,4,25.97,72.15,6.53,1.76,77.56,1.54,492.3,1.66
80,A,1,24.29,76.06,6.55,1.81,77.45,1.58,379.2,1.46
80,A,2,24.8,73.8,6.53,1.77,77.45,1.47,417.7,1.59
80,A,3,25.31,72.15,6.52,1.77,77.45,1.62,425.8,1.68
80,A,4,25.83,71.44,6.53,1.81,77.45,1.61,464.1,1.89
80,B,1,24.61,75.12,6.54,1.81,77.45,1.62,362.7,1.28
80,B,2,25.25,73.72,6.51,1.76,77.45,1.52,417.8,1.44
80,B,3,25.52,73.04,6.51,1.8,77.45,1.6,431.4,1.59
80,B,4,26.28,72.06,6.51,1.82,77.45,1.48,477.5,1.74
81,A,1,24.23,75.67,6.54,1.79,77.34,1.51,360.0,1.44
81,A,2,24.71,73.67,6.54,1.82,77.34,1.51,409.4,1.59
81,A,3,25.19,72.6,6.5,1.76,77.34,1.53,422.6,1.68
81,A,4,25.59,71.6,6.53,1.83,77.34,1.57,471.2,1.85
81,B,1,24.76,75.06,6.52,1.82,77.34,1.51,363.2,1.25
81,B,2,25.18,73.88,6.52,1.75,77.34,1.53,400.0,1.46
81,B,3,25.68,72.19,6.54,1.79,77.34,1.56,447.1,1.51
81,B,4,26.11,70.92,6.53,1.76,77.34,1.5,459.1,1.67
82,A,1,24.39,75.95,6.54,1.75,77.24,1.58,366.4,1.4
82,A,2,24.84,74.02,6.51,1.79,77.24,1.51,402.3,1.58
82,A,3,25.27,72.29,6.53,1.79,77.24,1.52,420.3,1.77
82,A,4,25.75,71.58,6.52,1.81,77.24,1.51,451.8,1.87
82,B,1,24.64,75.13,6.52,1.79,77.24,1.58,370.5,1.36
82,B,2,25.24,73.77,6.55,1.77,77.24,1.51,403.9,1.41
82,B,3,25.49,72.2,6.49,1.8,77.24,1.61,435.9,1.51
82,B,4,25.87,71.47,6.52,1.78,77.24,1.6,461.6,1.66
83,A,1,24.12,75.86,6.51,1.76,77.14,1.59,352.6,1.44
83,A,2,24.5,72.95,6.51,1.8,77.14,1.58,378.4,1.61
83,A,3,25.02,72.05,6.5,1.77,77.14,1.56,418.5,1.74
83,A,4,25.76,71.47,6.54,1.77,77.14,1.5,457.7,1.87
83,B,1,24.61,74.16,6.54,1.77,77.14,1.46,363.5,1.31
83,B,2,25.13,72.88,6.53,1.74,77.14,1.49,391.8,1.38
83,B,3,25.47,71.81,6.54,1.77,77.14,1.55,432.6,1.55
83,B,4,25.98,71.36,6.54,1.78,77.14,1.54,448.7,1.75
84,A,1,24.01,75.89,6.51,1.81,77.04,1.5,337.5,1.45
84,A,2,24.45,73.47,6.54,1.8,77.04,1.54,394.7,1.61
84,A,3,25.04,72.41,6.53,1.75,77.04,1.56,416.2,1.67
84,A,4,25.71,71.2,6.51,1.79,77.04,1.59,446.7,1.79
84,B,1,24.62,74.19,6.52,1.77,77.04,1.53,363.3,1.3
84,B,2,25.0,73.15,6.55,1.76,77.04,1.56,399.4,1.48
84,B,3,25.36,71.94,6.51,1.76,77.04,1.55,423.0,1.56
84,B,4,25.93,70.72,6.54,1.74,77.04,1.46,463.0,1.73
85,A,1,24.14,75.75,6.49,1.77,76.95,1.58,357.5,1.46
85,A,2,24.62,72.56,6.52,1.78,76.95,1.58,387.4,1.55
85,A,3,25.19,71.45,6.52,1.77,76.95,1.58,419.7,1.68
85,A,4,25.59,70.87,6.54,1.81,76.95,1.49,446.6,1.82
85,B,1,24.74,73.93,6.52,1.76,76.95,1.47,346.8,1.34
85,B,2,24.97,73.19,6.51,1.79,76.95,1.48,366.3,1.47
85,B,3,25.44,72.43,6.53,1.76,76.95,1.56,420.6,1.61
85,B,4,25.72,70.72,6.52,1.81,76.95,1.47,459.0,1.75
86,A,1,24.29,75.72,6.5,1.79,76.86,1.53,340.2,1.47
86,A,2,24.63,73.04,6.52,1.77,76.86,1.52,372.7,1.56
86,A,3,25.14,71.91,6.53,1.79,76.86,1.52,415.6,1.71
86,A,4,25.23,71.23,6.52,1.78,76.86,1.5,452.0,1.81
86,B,1,24.39,73.77,6.53,1.76,76.86,1.5,325.8,1.25
86,B,2,24.83,72.94,6.49,1.74,76.86,1.52,388.4,1.38
86,B,3,25.33,71.62,6.52,1.75,76.86,1.47,424.0,1.57
86,B,4,25.7,70.4,6.53,1.77,76.86,1.48,432.2,1.68
87,A,1,24.18,75.9,6.51,1.73,76.78,1.44,339.4,1.42
87,A,2,24.52,72.97,6.48,1.78,76.78,1.55,368.7,1.55
87,A,3,25.12,71.56,6.5,1.73,76.78,1.54,420.4,1.71
87,A,4,25.55,71.04,6.5,1.79,76.78,1.48,445.7,1.84
87,B,1,24.6,73.66,6.54,1.76,76.78,1.56,344.0,1.25
87,B,2,24.77,72.43,6.54,1.73,76.78,1.55,367.4,1.45
87,B,3,25.22,71.33,6.52,1.8,76.78,1.44,407.5,1.57
87,B,4,25.86,70.63,6.53,1.79,76.78,1.54,447.9,1.71
88,A,1,23.91,74.91,6.52,1.76,76.7,1.47,324.1,1.41
88,A,2,24.35,72.77,6.5,1.76,76.7,1.55,357.8,1.56
88,A,3,24.95,71.05,6.49,1.77,76.7,1.42,400.2,1.75
88,A,4,25.2,70.73,6.54,1.78,76.7,1.44,450.5,1.84
88,B,1,24.6,73.41,6.54,1.78,76.7,1.51,337.0,1.3
88,B,2,24.75,72.74,6.52,1.74,76.7,1.51,362.3,1.39
88,B,3,25.35,71.58,6.49,1.73,76.7,1.47,401.4,1.57
88,B,4,25.87,70.07,6.51,1.78,76.7,1.55,427.3,1.73
89,A,1,23.99,75.58,6.5,1.76,76.63,1.44,333.0,1.49
89,A,2,24.56,72.08,6.52,1.78,76.63,1.41,374.1,1.54
89,A,3,24.79,71.48,6.49,1.78,76.63,1.42,408.9,1.66
89,A,4,25.21,70.26,6.52,1.77,76.63,1.42,420.1,1.89
89,B,1,24.19,73.76,6.51,1.79,76.63,1.47,333.5,1.28
89,B,2,24.7,72.2,6.51,1.77,76.63,1.55,356.2,1.47
89,B,3,25.14,71.12,6.51,1.78,76.63,1.49,403.2,1.57
89,B,4,25.76,70.37,6.5,1.8,76.63,1.48,431.5,1.71
90,A,1,23.98,74.91,6.52,1.72,76.56,1.48,335.9,1.49
90,A,2,24.16,71.83,6.5,1.78,76.56,1.48,365.9,1.61
90,A,3,24.64,70.67,6.51,1.73,76.56,1.5,406.4,1.73
90,A,4,25.13,70.37,6.51,1.73,76.56,1.51,421.5,1.8
90,B,1,24.33,73.51,6.48,1.75,76.56,1.42,329.1,1.29
90,B,2,24.91,72.74,6.48,1.72,76.56,1.42,355.1,1.47
90,B,3,25.21,71.42,6.49,1.75,76.56,1.49,395.5,1.56
90,B,4,25.49,69.83,6.49,1.75,76.56,1.45,417.7,1.72
91,A,1,23.84,74.69,6.47,1.77,76.49,1.53,320.5,1.45
91,A,2,24.26,72.57,6.5,1.74,76.49,1.49,361.6,1.6
91,A,3,24.94,70.64,6.53,1.76,76.49,1.43,380.9,1.66
91,A,4,25.18,69.57,6.52,1.78,76.49,1.51,418.7,1.84
91,B,1,24.27,73.0,6.49,1.76,76.49,1.54,327.5,1.27
